4,8,5,18000000
4,4,7,21000000
4,8,7,22000000
2,16,5,17500000
4,8,7,23200000
2,8,5,12000000
2,4,5,15000000
2,4,3,10000000
2,8,7,20000000
6,16,9,40000000
4,32,7,32000000
1,8,7,13000000
2,6,5,11400000
2,4,5,9000000
1,8,3,8000000
4,16,7,3000000
4,32,7,25000000
